clean_text,label
"انا كامراه يوجعني كل حزن نساء العالم سواء تعنفت ضربت قتلت في جريمه شرف اغتصبت حرمت من دراسه او عمل او جبرت علي زواج او حياه لم تخترتها 
 
 الدفاع عن حقوق المراه الي تعتبر في اغلب دول العالم مواطن بالدرجه الثانيه مو ترند لكنه انسانيه 
 
 والساكت عن الحق شيطان اخرس",1
"RT حول اضطهاد المراه في السعوديه تقام اليوم س بتوقيت مكه ندوه في مجلس حقوق الانسان بجنيف التحديات القائمه علي التميز الجندري
 من تنظيم 
 تحدث فيها
 هاله 
 هناء 
 سونيا تانك 
 ريناتا بلويم 
 وتديرها وئام يوسف",1
"RT صفاء_الهاشم 
 
 سيده كويتيه وهي المراه الوحيده حاليا في مجلس الامه الكويتي مدافعه شرسه عن حقوق المراه وحق المواطن الكويتي وتمتلك عقليه اقتصاديه ميزه 
 
 اختيرت من ضمن سيده عربيه مؤثره في مجتمعها",1
يعني So Cute ومع حقوق المراه,1
لا ما كدا الفكره انا في بلد مابتحترم حقوق الانسان اساسا حتحترم حقوق المراه كيف نحن في السودان ياجماعه ماتنسو,1
"RT يبقي النهوض ب حقوق_المراه ونشر ثقافه وقيم المساواه و الانصاف خيار وضروره تحملها كل مكونات المجتمع_المغربي سواء تعلق الامر ب السلطات_العموميه والحكومه او المنظمات غير الحكوميه و كل قوي المجتمع_المدني
 المراه في المغرب
 اكرام عدناني",1
بتعاون مع الصندوق الاردني الهاشمي مركز الديسه تم استضافه المحاميه علا ابوهليل في محطه معرفه الديسه لتحدث عن حقوق المراه في الزواج,1
"RT المثله beraktuzunatac 
 لم اتزوج لان الزواج ليس منطقيا اذا نظرنا بالمنطق فان الزواج لا يحمي حقوق المراه لم عساي ان امضي علي توقيع لا يحميني",1
"و لم تصدقي 
 نحن ندعم حقوق المراه
 توقعي استدعائك فجاه",1
RT بندخل وانتم لحين عايشين بالقرون الوسطي تطاردون ورا المرتدين وداعسين علي كل حقوق المراه وبعدين يعني معكم متي ناوين تصيرون اوادم وش نسوي عشان نفهمكم انا ماكلين زق ونبي نعيش مثل غيرنا,1
المفروض تم الموافقه وبلاجماع مافي ابدا توافق بين الرؤيه والعبوديه كيف تحق الرؤيه وضع المراه كما هو لازم التغير يشمل كل شي واولها حقوق المراه,1
RT امس بالنشاط سوا محاضره عن حقوق المراه وقالوا المراه مو نصف الحياه بل كلها وكلام مدح وجلد في الذكور ومدح كبير لبنات وحسيت اه ارتحت من زمان كنت ابي احد يتكلم عند مجموعه كبيره من الناس عن حقوق المراه ومره وناسه مفاصل يديني تقريبا انفصلت عن بعض من قو التصفيق اول مره اصفق,1
بندخل وانتم لحين عايشين بالقرون الوسطي تطاردون ورا المرتدين وداعسين علي كل حقوق المراه وبعدين يعني معكم متي ناوين تصيرون اوادم وش نسوي عشان نفهمكم انا ماكلين زق ونبي نعيش مثل غيرنا,1
"طبعا حقوق المراه المتنازل عنها 
 النفقهو السكن و المبيت والاولاد 
 والحياه الزوجيه والاستقرار الاسري الخ 
 الشرط الوحيد الي ما تنزلت عنه هو الجنس",1
المراه عموما وبالاخص في السودان عندهم حقوق ضايعه ومشاكل لكن السودان المشاكل فيو اكبر من كدا من اقتصاد وامن وتعليم والاهم من كدا مجتمع,1
معليك منها ياحامد في بعض العينات في السعوديه يعتبرون ان المراه مالها حقوق وان دافعت عن حقها او طالبت به فهي غير شريفه والمشكله انهم مايتقبلوا اي سب منطقي او عقلاني هم كذا نفس قوم قريش زمان يتبعون شي و,1
RT حقوق المراه في عينك انت مو دكتور انت واحدحثاله بلدنا بلد الخيرات والعلوم والرقي ياجاهل علمك مانفعك ولا ارتقي فيك بلدنا كل يوم والثاني بقياده ملك العروبه ولي عهده الطموح من افضل الي افضل قدسمعت بحياتك مدينه الخيال نيوم ياحسود قد سمعت بحياتك عن ابار نفط كالبحار ومناجم ذهب وخيرات,1
RT انا مع حقوق المراه ومع النسويه حتي لو كان فيها تطرف وضد الذكوريه حتي لو كان فيها اعتدال,1
مكن تقولي يادكتور انت ومنهم علي شاكلتك ماذا فعلتم لاوطانكم ولك ياملعون شو اخترعت شو طورت وين فكرك وين علمك وين حريه التعبير وين تداول السلطه وين حقوق المراه,1
"RT ستظل مساله حقوق المراه مساله شائكه خاصه بدول الشرق اوسطيه التي اغلبها لم تنفك من التصاقها بزمن العبيد والجواري
 من حق المراه ان تساهم وتشارك في بناء مجتمعها",1
ومن قال ان الانوثه تنزع من المراه حين تطالب بحقوقها الطبيعيه التي سلبت منها ومفروض كونك انسانه لها قيمه فلمجتمع تدعم وتنشر وعي حقوق المراه مو بكلام رخيص تحبط نساء يريدون مطالبهم او مكن نقول ان اليوم كان صعب عليك واردتي تعزيز ذكوري,1
"RT تطبيق_مسياركم_يحدث_ضجه
 
 مع ان زواج المسيار حلال ومشروع لكني ضده وارفضه لان من حقوق الزوجه علي زوجها السكن والنفقه وفي هذا الزواج تنازل المراه عن حقوقها",1
"المراه بالاسلام تلعن اذا رفضت زوجها بالفراش واذا تعطرت تعتبر زانيه والرجل لا
 ورثت الرجل غير عنها ولاسباب جدا تافه
 العصمه بيده ويقدر يتزوج عليك
 انك ناقصه عقل بسب ان عندك نسيان والرجل لا
 عنده حوريه وانت والنساء حطب النار
 تبغي اع",1
شخصيا انا مع حقوق المراه لانو بالجد الدستور السوداني همش المراه السودانيه بصوره واضحه ومستفزه في كافه التشريعات عشان كده شايف انو لازم يتشرع قانون واضح وشفاف يحمي المراه مثلا يتشرع قانون باسم المراه مكانها المطبخ عشان يحسم الجدل دا بسرعه لانو ليفربول لاعب بعد يومين,1
"هذا حق من حقوق المراه
 مثل ما الرجل يريد وحده زينه واخلاق ومتوظفه او لا ويتشرط هي بعد الحياه الزوجيه ليست لرجل فقط انما لاثنين ولازم تكون مقتنعه فيه 
 
 تقبلوا احترامي",1
RT قرارات عدليه هامه عزت حقوق المراه,1
"عندما يحترم الرجل المراه كانسان له حقوق وعليه واجبات وانه شريك لتحقيق حاله التوازن في التسير والاعتراف بمقاربه النوع كفكر واستراتيجيه لها حظها في ابداء الراي وحقها في الاختلاف ايضا سنخطو خطوه لاتجاه الصحيح 
 موضوع مهم جدا ويبقي الوعي هو",1
خيركم خيركم لاهله ولا تكثر مخاطبه الرجال في حقوق المراه الا عملا بوصيته صلي اله عليه وسلم استوصوا بالنساء خيرا واله يحب المحسنين وليس الاحسان ان تكف الاذي عنها لكن ان تحمل اذاها ايضا ما جاء,1
"حسبي اله بس لهلدرجه حقوق المراه معدومه 
 ويقولولك وينهم الي يعانون وكذابات شيء يحز بلخاطر اعرف ناس سو كذا ومادري كيف قلبهم طاوعهم واله لو مكانها ثاني يوم بلمحكمه واطردهم كلهم واخلعه وجع حسبي اله شين وقوه عين ماكانها بنتها وجابتها لحياه",1
اليوم دخلت في نقاش حلو عن حقوق المراه وانا و دكتور مطوع ضد واحد متخلف وصراحه اول مره اقابل مطوع فيمينيست عموما ما يحتاج اقولكم من الفايز,1
الحقيقه من تجربه ما يحدث بالجلسه لا يوثق بالمحضر بل يكتب مايريدونه ان يكتب ولامانه اتمني ان توضع كاميرات بالجلسه لحفظ حقوق المراه التي تهضم وحقوق الجميع,1
جمعيات حقوق المراه والمنظمات والمؤسات وstrong womenكل دا مالوش اي لازمه بالنسبه لناحنا بس بنفكركم بقيمتنا الانتوا نسيتوها علشان في الاول والاخر البنت هتبقا محتاجه ابوها يحميها مش موجود يبقا اخوها مش موجود يبقا جوزها مش موجود يبقا ابنها ومستحيل هتعيش لوحدها اسال_جوليان,1
يجب تسجيل النقاب كشكل من اشكال انتهاك حقوق الانسان و العنصريه ضد المراه و تغريم كل من يؤيده او يرتديه او يحرض علي ارتدائه,1
"RT النسويه هي حركه اجتماعيه عادله تطلب بحقوق المراه و مهتمه في قضايا المراه 
 النسوي او الفيمنست منطقيا لازم يكون انسان عادل و منطقي لانه يدافع عن حقوق عادله",1
وربي قرف تفكيرهم خرا ودايم يبون المراه تكون ضعيفه وبدون حقوق واي وحده تطالب بحقوقها ذي داشره وعاهره مع ان ما العاهر الا هم وتفكيرهم ماعندي نيه اطلاقا اتزوج بسب ذا الموضوع مابي اتزوج شخص يشوفني خدامه له او شخص ضعيف ويحرمني من حقوقي ابدا مابي,1
"السؤال بقي لناس الي شغاله في حقوق_الانسان حقوق_المراه 
 يا تري في قانون او عقوبه علي الزوج الي بيمارس العنف ضد زوجته في الشارع",1
"هذا سجن مو خوف
 حق من حقوق المراه الدراسه والشغل 
 الشريعه الاسلاميه ماحرمت المراه من حقوقها 
 ولا من حق الاهل ولا الزوج يمنعها حق من حقوقها 
 بس وين الي يفهمون 
 اله يخف عنك ويحق مرادك",1
"RT مطالب المراه السعوديه مطالب حقوق نحن مواطنات عاقلات راشدات 
 نطالب عدم التميز بين الجنسين والمساواه بينهم 
 ورفع دعاوي التغيب والعقوق والهروب سعوديات_نطلب_اسقاط_الولايه",1
"امثله علي حقوق المراه المسلوبه في وطني العزيز
 
 حديك ابسط مثال مكن افكر فيهو حاليا وبعرف بنات حصل ليهم كدا ودا غير الاتذكر في الفيديو البس",1
"RT المراه التي تقف ضد حقوق المراه هي امراه ذات وعي زائف او معكوس 
 حقوق_المراه_القطريه",1
كفي عدوانا علي حقوق المراه وتعنيفا لسيدات في لبنان,1
RT صباح الامنيات المامول انعاشها وتحقيقها علي يدي سمو سيدي ولي العهد محمد بن سلمانابناء السعوديات جزء من السعوديات بالتالي تفعيل نظام تجنيس_ابناء_السعوديات امل وطموح كل ام سعوديه ترغب في استقرار اسرتها الصغيره ناهينا عن انها قفزه واضحه في عالم حقوق المراه,1
"RT الولايه سقف يستظل بظله المتحرش والمغتصب والمبتز
 واستنزفت اموال وجهد وسعاده المراه السعوديه
 دمرت الاحلام واستبدلت السعاده بالاحزانوان اوان سقوط هذا السقف علي رؤوس المستظلين تحته سعوديات_نطلب_اسقاط_الولايه
 حجر اساس حقوق الانسان العيش بكرامه
 ولا كرامه مع الاستعباد باسم الولايه",1
و هل عندك شك ان المراه عندنا محرومه من حقوق كثير و ابسط الامور و المارسات الطبيعيه في الحياه صعبه عليها و حتي البعض محرومات منها,1
"RT كلمه حقوق المراه يسمعها الذكر الشرقي دعاره 
 نسويات_يمنيات",1
RT لاسف معضمهم ينظرون لكلمه حقوق و حريه نظره سيئه و كان المراه تبحث عن حقوقها لكي تعري و تمارس الدعاره اعطاءها حقوقها يعني منحها الفرص لتكون انسانه افضل تعتمد علي نفسها دون ان تحتاج لاحد,1
"كذابين المراه بالسعوديه مالها حقوق لاسف 
 يكفي ان اغلب القضاءه ضدها يادوله ذكوريه 
 
 حقوق المراه انكم تسقطون الولايه وتطلعون سجينات دار الرعايه تلغون تهم التغيب والعقوق وتجعلون النساء احرارا 
 سعوديات_نطلب_اسقاط_الولايه",1
"اخ بس لو احنا فبلاد محترمه وبتحترم حقوق المراه وحياه اله لكان الدكتور بيبلغ الشرطه بس لو لمسها لمس و بيشحطوه من بيته هالكديشه وينزت فالسجن سنين عشان يعرف ان اله حق
 وبتقولوا ليش احنا بندافع هالقد عن الست وفيمينست و بنحكي انو في ذكور مليانه فالوطن العربي بدها حرق ودعس ما بتصدقوا",1
"RT تطور كبير عم حسه في شان حقوق واجبات المراه الاماراتيه وكمانا صاروا عنصر فعال وناجح
 
 شي يدعو لفخر 
 
 UAE UN",1
"RT انواع من الارهاب الفكري
 العنصريه كاعتبار بعض المواطنين من الدرجه الثانيه
 التكفير الاعتقاد بان الاخر لا يستحق رضا اله وانه اثم
 الطائفيه التعصب لطائفه او مذهب علي حساب مذاهب
 انتهاك حقوق الانسان
 انتهاك حقوق المراه
 الحكم الاستبدادي",1
"RT تضامن_مع_ترف_العسيري
 اختي المسلمه 
 حجابك حشمتك حيائك هي هويتك الحقيقيه التي كرمك بها دينك العظيم حافظي عليها فهي من تمنحك الكرامه والحريه الحقيقيه
 
 لاتستمعي لمن يحاول طمس هويتك الاسلاميه تحت دعاوي مزيفه مثل حقوق المراه وبكائيات من تسمين انفسهن ب الناشطات والحقوقيات",0
نحن في زمن كثر فيه دعاه الحريه وحقوقها المراه الهدف من ذالك نزع حجابها وعفتها يريدون منها ان تمشي في الطرقات وهي شبه عاريه بدعوه الحريه اين حقوق المراه في سوريا وهي تقتل اين حق المراه في العيش وهي تذبح في بورما اين حق المراه في حياه كريمه وه,0
حقوق المراه افكار وهميه,0
RT لا تقول حقوق المراه بالاسلام قولي ذي عادات اهلك انو ما يعطونك الحريه لاكن الاسلام دين يسر وليسي عسرهناك امراه من امريكا تمتدح حياك المراه عندنا تقول انو هناك ما فيه حق لمراه وانو حقها ضايع عندهمفاحمدي ربك علي نعمه الاسلام,0
مشكلتنا في من يعتقد ان مخالفت التعاليم الاسلاميه ولاختلاط هو بحد عينه التطور والعداله ولايعلم انه في ذالك الرائ والمطالبه فيه ينقص من حقوق المراه والحشمه لها اما انت ي محمد فل تنشر لنا صوره لك في اي احتفال وبجانبك اخواتك او نساء كي ترينا عدالتك ف,0
"RT حقوقها في السفور واظهار زينتها لغير محرمها او بالاصح زوجها هل مخالفه امر اله حق من حقوق المراه
 ثانيا اسلوبها باين فيه العداوه لدين واهل الدين ولا فيه اي ذره احترام لشيخ كبير مثل والدها تقاطعه وتخطيه وتفرض رائيها المخالف لامر اله",0
RT الاسلام كله احترام لمراه و دين يتكلم عن حقوق واهميه المراه و كيف كانت تساعد و تساهم في الحروب و اله اكرم المراه في سوره في القران الكريم ف قبل لا تكلمي لوسمحتي اقراي و عرفي الاسلام زين اول,0
"RT كذبتم لم نشاهد حقوق المراه من سكن وظيفه ورفع شانها من الفقر لم نشاهد سواء رضوخكم لغرب وتفعيل خطتهم المستدامه من
 
 قيادتها لسياره علشان ارضاء ترامب
 زجها في الملاعب مع الرجال
 مشاهده العراه من المصارعين بجده
 رقصها في حفلات الترفيه
 دعم تبرجها وسفورها
 بالضبط انتم تفعلونها",0
"عفوا مين ندبك تقيمي حقوق المراه ومين المسلمه يلي شكتلك من ظلم الاسلام واجحافه كانه لازم ترجعي تقراي بالتاريخ شوي وتاكدي المراه وين وصلت بعد الاسلام 
 هاد التعليق دليل علي التخلف و قله الثقافه وقله الدين برضه اذا كان مجتمعك ما بيعطيكي",0
RT لاتوجد معاناه بس سوالف ودراما قدر اله وحصل الطلاق ماهي اخر الدنيا اولا بيت اهلها موجود ولا بهم عاجزين عن بنتهم وحقوقها تاخذها بالقانونطالعين انا بموال حقوق المراه وتبغي تطلق وتاخذ بيت,0
والحيوان عنده حقوق باوربا اكثر من الانسان اقل شي ان اذا شافو جلب ولا قطوه بالشارع ودوه ملجا ف بليز بنات فتحو عقولكم واحمدو ريكم علي نعمه الستر ونعمه الاسلام وترا باقي الديانات يستحقرون المراه ف الي تذمر علي انه مالها حقوق ختروح تقرا يمكن تستوعب انها بنعمه,0
"انا واله ما ادري انت من اي زباله عربيه لكن لو مشينا بمنطقك فياملعون انت شو اخترعت وشو طورت وين فكرك وين علمك ماسمعنا من قبل عن اختراع سوري او لبناني او اردني مثلا
 اما حقوق المراه فهي مصانه وتعيش كملكه المراه عندنا ماتشتغل بالدعاره بعكس",0
دوري الابطال اهم من حقوق المراه,0
المشكله دايما بتاعين حقوق المراه بايرات ويشبهن شكلهن مافي حد اتحرش بيهم عشان كدي زعلانات ويدعون لسفور المراه,0
اتذكر واحد زميل متدين واصلاحي من النوع الكيوت والشبابي كنا دائما نتناقش عن العلمانيه والنسويه وقوانين حقوق المراه وكان يعترض بشده ويقول انها افكار صهيونيه وتخريبيه لاسلام والمسلمات لدرجه انه كفرني مرات كثيره وكان يتوعد بقيام دوله شريعه اسلاميه عاجلا غير اجل,0
يازقه حقوقك فالسعوديه مالها دخل في الاسلام الاسلام مو السعوديه حتي لو منهجنا شرع اله بس ترا فيه تعصبات غلط واشياء منسيه وانا داريه انكم تدرون عن هالشي فاي زق يبي يدعم حقوق المراه بكيفكم وبيسب في سياسه السعوديه فالمراه كيفكم بس الاسلام ارفع من اي شي لا دول تمثله ولا اشخاص,0
وعلي فكره احنا نمشي علي السنه و نمشي علي الي مذكور بالقران و القران معطيكم كامل حقوقكم مو مشكله الاسلام اذا دولتج حارمتج من حقوقج و اوروبا مرت اكثر من قرون و اهما سالبين حقوق المراه ماشوف ولا وحده تنطنزت علي ديانتها ولعلمج لحد اليوم الحال,0
"مافي حقوق مراه اكتر ما اعطاها الاسلام 
 
 كل من ينادي بحقوق المراه عايز يستغل المراه ويغر بيها عشان حاجات تانيه كتيره لا مجال لذكرها",0
ياخ حشيتونا حقوق المراه وغض البصر,0
حقوق المراه حقوق المراه ولا تقدر تشيل شنطتها وبالسوق شايله كل السوق ي عمي اكثر من مره تصير معي تبي تحطها بنفسها والا الغي واسحب عليها سوا شنطه والا اغراض,0
حقوق المراه انها تكون مع رجل اخر,0
لان تبني حقوق المراه من وجه نظر علمانيه وتحريه يضر بمجتمعي ويضر بالنساء والرجال علي حد سواء بس هم ليش مهتمين وحاشرين خشومهم,0
"التعد_مطلبنا 
 
 انا اشوف ان تعد الزوجات يتسب في سعاده الرجل المهنيه والصحيه طبعا اذا وجد العدل بين الزوجات وانا انصح الجميع بالتعد 
 توكلو علي اله ولا تنسونا من دعواتكم",1
التعد_مطلبنا ماهي مشكله انك تعد الزوجات لكن انك تفضل هاذي علي هاذي هنا السب الي يخليك ترتكبه بانك تفضل شي عن شي,1
"التعد_مطلبنا
 
 الحكمه من اباحه التعد 
 
 التعد سب لتكثير الامه ومعلوم انه لا تحصل الكثره الا بالزواج وما يحصل من كثره النسل من جراء تعد الزوجات اكثر ما يحصل بزوجه واحده",1
"التعد_مطلبنا
 
 ماحد ماسك الرجال افعال تبي تعد وقادر من جميع النواحي وبتعدل بين الزوجات والاولاد افعلها وتوكل علي اله شئ من ابسط حقوقك مايحتاج تستجديه من احد",1
"التعد_مطلبنا
 
 معك المقدره الماليه
 وعندك المقدره بالاعتدال بين الزوجات
 وعندك القدره لخوض تجربه التربيه
 
 بذالك عد والا فلا تعد وتخرب البيوت",1
"التعد_مطلبنا
 التعد لرجل القوي القادر المقتدر علي العدل بين الزوجات 
 لاباس به 
 ولكن انا اري ان فيه ناس تعد لهداف اخري منها طمع ومنها مفاخره ومباهات مثل الي يتطاولون بالبنيان والفشخره بركوب سيارات فاره وهذا امر سلبي ويعود لضعف عقليه الشخص",1
"التعد_مطلبنا
 الذي عنده القدره الماديه والجسديه علي تعد الزوجات 
 فهذه شرع اله 
 فليس هناك مجال لنقاش في هذا 
 اهم شيء رضي اله ورسوله صلي اله عليه وسلم 
 والحرص علي العدل بين الزوجات",1
"التعد_مطلبنا
 ان تعد الزوجات ضروره اجتماعيه ورحمه بالمراه ورعايه لها و عفه لطرفين
 قبل ان يكون مغنما لرجل 
 شريطه ان يكون قادرا علي العدل بينهن
 في كل شيء",1
"التعد_مطلبنا
 تعد الزوجات 
 حق مشروع من حقوق الزوج ضمن شروط شرعيه معينه ومن هذه الشروط العدل اذا توفرت فيك توكل علي اله ولاتشاور الحياه تعيشها مره وحده",1
"التعد_مطلبنا
 تعد الزوجات هي حكمه من رب العالمين 
 لكثره النساء بنسبه تقريبا بالمئه من الارض 
 ولكثره موت الرجال 
 من الحوادث والحروب وغيرها
 ومنعت التعد لنساء لضعف شخصيتها وقوه عاطفيتها ما يجعلها قد تميل الي الاخر وكذالك حتي يعرف الابن من هو والده",1
تزوج_الثانيه_ومهرك_علينا ياجماعه ترا تعد الزوجات سنه ليه الحريم ناسين الموضوع هذه والا تقلدون الغرب,1
"تزوج_الثانيه_ومهرك_علينا
 
 كثرن البنات وكثره العنوسه واله 
 
 والحل في تطبيق سنه النبي صل اله عليه وسلم ومنها 
 
 من اتاكم من ارض ن دينه وامانته فزوجوه ايا كان
 لاتقولي اجنبي ويبي ياخذ حلالنا لغه الجاهلين 
 
 ومنها تعد الزوجات وان تعدل بينهن",1
"تزوج_الثانيه_ومهرك_علينا
 اله سبحانه وتعالي حل تعد الزوجات لاسباب كثيره مو علي المزاج اي وقت مليت من الاولي باخذ الثانيه المراه ليست سلعه لغرض شهواني فقط لازم مراعات مشاعر الزوجه الاولي مثل ما لك حق عليها ليها حق عليك وعلي اولادك تربيهم وماف احلي من انك تعيش مع زوجاتك بلعدل",1
"تعد_الزوجات الموضوع مابده خلاف بس يلا منتسلا 
 الشرع مشرع لاسباب منعرفها او مامنعرفها
 في نساء تحمد ربها علي انو تشرع التعد
 في بنات تذم بالتعد وضلت بيت اهلها معنده
 الحالات العامه والي ماعندي نسب بس نسبه عاليه جدا رجل وزوجه فقط يعني نقاشنا علي النسب الصغيره",1
"تعد_الزوجات_نعمه_مغبون_فيها_كثير_من_الناس
 عدوا_واعدلوا_تسعدوا
 نعم_لتعد_لا_لترد",1
"ﺣﻤﻠﻪ_ﺭﺍﺟﻠﻚ_ﺭﺍﺟﻠﻲ 
 الشرع حل وانا مع تعد الزوجات وتحياتي لكن زوجه مقتنعه وعارفه ان هذا شرع اله",1
"دراسات_علميه
 اوضحت دراسات علميه بان تعد الزوجات لرجل تعود بفوائد لاتحصي اولها انه كلما تزوج بمراه سوف يزداد الحنين والشوق لديه لاولي بطبيعه الحل الثانيه لاولي والثالثه لاولي والثانيه والرابعه لثلاثه جميعن والعلاقه السريه تعود بالمردود الجيد لاربعه جميعن ودمتم بسعاده",1
رايكم_في_تعد_الزوجات انا شايف انه موضوع جميل,1
رايكم_في_تعد_الزوجات واله شي حلو كل يوم تذوق شي غير,1
"رايكم_في_تعد_الزوجات
 
 لايؤخذ راي في شرع اله ابد
 
 ولكن بعدما ضعف الرجال لهيمنه النساء اصبح الزواج مدار نقاش
 
 اقول تزوجوا مثني وثلاث ورباع وانفقوا واعدلوا ولا تستهتروا بالنساء اعطوهم مافرض اله لهن
 
 فالاولي لن تصبح عرض والاخري ليست بشبح والتعد واحه حلوه
 
 وفقكم اله
 
 سعيد_ع",1
"مرات_تكون_السعاده حاصله بس ودك ترفع مستواها من خلال تعد_الزوجات
 
 هذه هي فلسفه التعد باختصار",1
"من_اجمل_سعوديه_ولامغربيه
 
 لا السعوديه ولا المغربيه تكفي لوحدها
 
 لا تزال الحاجه الي تعد_الزوجات قائمه
 
 طبعا الاولويه لبنات البلد",1
"يوم_الجمعه
 
 طار العصر وان اقنع الوالده ان تعد_الزوجات امر ايجابي وليس ظلم لمراه 
 
 ساعه_الاستجابه لا تحرموني فيها دعوتكم بالزوجه الصالحه",1
"الحل الوحيد هو تعد الزوجات 
 والحياه مره واحد فكر اخي الرجل",1
"الرسول صلي اله عليه وسلم 
 اوصي بالنساء خيرا 
 
 من ناحيه تعد الزوجات 
 ف الشرع اجاز التعد والنبي تعد والصحابه كذلك",1
تعد الزوجات هو الحل,1
"احنا يا اله يا اله نتحمل لسانها ومهام الشغل ونشتري اغراض البيت والاطفال
 لما يكون فيه تعد الخير يزيد بقدره قادر ويكون فيه تعاون بين الزوجات في البيت وحده تمسك يوم مطبخ وحده تمسك تنظيف البيت وحده عليها الاولاد ما اجملهم وهم متعاونات",1
تعد الزوجات شرعه اله تعالي ياثور,1
"طيب عم نقول تعد الزوجات بيحل الموضوع 
 بس انتو رافضين الفكره",1
